MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth ft),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,3/14/2022,14:25,E0322B0536,D22,3,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.03-15,CB,,cone + half sphere,223.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,14:25,E0322B0536,D22,3,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,376,752,0.8,0.8,0.8,c,BSA.03-15,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/14/2022,14:25,E0322B0536,D22,3,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,10,2,,,f,BSA.03-15,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,15:20,E0322B0537,NZ068,3,57,6,10.53%,0.0683,314.159,2.3905,35,21.9,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,13,,,i,BSA.03-16,AB,Moderate sediment.,elliptic prism,75.04,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,15:20,E0322B0537,NZ068,3,57,6,10.53%,0.0683,314.159,2.3905,35,21.9,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,9,9,11,,,i,BSA.03-16,AB,Moderate sediment.,cylinder,248.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,15:20,E0322B0537,NZ068,3,57,6,10.53%,0.0683,314.159,2.3905,35,21.9,923,Staurosira cf. venter,Diatom,Staurosira,venter,,3,3,14.1,,,i,BSA.03-16,AB,Moderate sediment.,elliptic prism,98.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,15:20,E0322B0537,NZ068,3,57,6,10.53%,0.0683,314.159,2.3905,35,21.9,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,33,33,13,,,i,BSA.03-16,AB,Moderate sediment.,cone + half sphere,303.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,15:20,E0322B0537,NZ068,3,57,6,10.53%,0.0683,314.159,2.3905,35,21.9,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,358,716,0.8,0.8,0.8,c,BSA.03-16,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/16/2022,12:35,E0322B0644,NZS42,3,58,1,1.72%,0.0683,314.159,2.732,40,114.99,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,7,7,10.4,,,i,BSA.03-17,AB,High sediment.,cylinder,189.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/16/2022,12:35,E0322B0644,NZS42,3,58,1,1.72%,0.0683,314.159,2.732,40,114.99,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,6,6,48.2,,,i,BSA.03-17,AB,High sediment.,elliptic prism,9046.93,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/16/2022,12:35,E0322B0644,NZS42,3,58,1,1.72%,0.0683,314.159,2.732,40,114.99,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,14.5,,,i,BSA.03-17,AB,High sediment.,prism on parallelogram,46.4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/16/2022,12:35,E0322B0644,NZS42,3,58,1,1.72%,0.0683,314.159,2.732,40,114.99,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,7,,,i,BSA.03-17,AB,High sediment.,2 cones,32.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/16/2022,12:35,E0322B0644,NZS42,3,58,1,1.72%,0.0683,314.159,2.732,40,114.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.03-17,AB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/16/2022,13:45,E0322B0645,NZ032,3,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,11.1,,,i,BSA.03-18,CB,,cylinder,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/16/2022,13:45,E0322B0645,NZ032,3,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,6,6,74.1,,,i,BSA.03-18,CB,,elliptic prism,6613.9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/16/2022,13:45,E0322B0645,NZ032,3,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,7.4,,,i,BSA.03-18,CB,,prolate spheroid,13.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/16/2022,13:45,E0322B0645,NZ032,3,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,18.5,,,i,BSA.03-18,CB,,prolate spheroid,530.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/16/2022,13:45,E0322B0645,NZ032,3,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,780,0.8,0.8,0.8,c,BSA.03-18,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/16/2022,13:45,E0322B0645,NZ032,3,50,2,4.00%,0.0683,314.159,1.2977,19,121.04,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,10,2,,,i,BSA.03-18,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/15/2022,12:30,E0322B0601,D6,3,60,3,5.00%,0.0683,314.159,1.2977,19,80.7,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,11.1,,,i,BSA.03-19,CB,,cylinder,273.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/15/2022,12:30,E0322B0601,D6,3,60,3,5.00%,0.0683,314.159,1.2977,19,80.7,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,27.7,,,i,BSA.03-19,CB,,prism on parallelogram,156.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/15/2022,12:30,E0322B0601,D6,3,60,3,5.00%,0.0683,314.159,1.2977,19,80.7,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,,,i,BSA.03-19,CB,,prolate spheroid,372.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/15/2022,12:30,E0322B0601,D6,3,60,3,5.00%,0.0683,314.159,1.2977,19,80.7,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.03-19,CB,,cone + half sphere,230.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/15/2022,12:30,E0322B0601,D6,3,60,3,5.00%,0.0683,314.159,1.2977,19,80.7,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,386,772,0.8,0.8,0.8,c,BSA.03-19,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/14/2022,13:45,E0322B0568,EZ2,3,62,3,4.84%,0.0683,314.159,1.366,20,76.66,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,18.5,,,i,BSA.03-20,CB,,elliptic prism,596.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:45,E0322B0568,EZ2,3,62,3,4.84%,0.0683,314.159,1.366,20,76.66,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.03-20,CB,,cylinder,312.47,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:45,E0322B0568,EZ2,3,62,3,4.84%,0.0683,314.159,1.366,20,76.66,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,11,11,64.8,,,i,BSA.03-20,CB,,elliptic prism,7045.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:45,E0322B0568,EZ2,3,62,3,4.84%,0.0683,314.159,1.366,20,76.66,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,24.1,,,i,BSA.03-20,CB,,prism on parallelogram,156.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:45,E0322B0568,EZ2,3,62,3,4.84%,0.0683,314.159,1.366,20,76.66,870,Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,5,5,18.5,,,i,BSA.03-20,CB,,box,165.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:45,E0322B0568,EZ2,3,62,3,4.84%,0.0683,314.159,1.366,20,76.66,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,2,2,31.5,,,i,BSA.03-20,CB,,cylinder,4903.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:45,E0322B0568,EZ2,3,62,3,4.84%,0.0683,314.159,1.366,20,76.66,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,6,6,9.3,,,i,BSA.03-20,CB,,cone + half sphere,284.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:45,E0322B0568,EZ2,3,62,3,4.84%,0.0683,314.159,1.366,20,76.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,374,748,0.8,0.8,0.8,c,BSA.03-20,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,2,2,20.1,,,i,BSA.03-21,AB,Moderate sediment.,elliptic prism,270.93,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,182,Cyclotella cf. meneghiniana,Diatom,Cyclotella,meneghiniana,,1,1,37,,,i,BSA.03-21,AB,Moderate sediment.,cylinder,21611.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,12,12,12.7,,,i,BSA.03-21,AB,Moderate sediment.,cylinder,189.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,1,1,19.2,,,i,BSA.03-21,AB,Moderate sediment.,prolate spheroid + 2 cylinders,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,64.8,,,i,BSA.03-21,AB,Moderate sediment.,prism on parallelogram,725.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,870,cf. Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,1,1,15.2,,,i,BSA.03-21,AB,Moderate sediment.,box,179.07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13.5,,,i,BSA.03-21,AB,Moderate sediment.,prolate spheroid,387.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,8,8,12.7,,,i,BSA.03-21,AB,Moderate sediment.,cone + half sphere,473.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,1368,Rhodomonas sp.,Soft Body,Rhodomonas,sp.,,1,1,14.8,,,i,BSA.03-21,AB,Moderate sediment.,cone + half sphere,1278.78,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,12:15,E0322B0649,D41,3,64,7,10.94%,0.0683,314.159,2.1173,31,21.2,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,375,750,0.8,0.8,0.8,c,BSA.03-21,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/15/2022,13:25,E0322B0602,D8,3,59,3,5.08%,0.0683,314.159,2.1173,31,49.46,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,10,10,13,,,i,BSA.03-22,AB,Moderate detritus.,cylinder,266,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/15/2022,13:25,E0322B0602,D8,3,59,3,5.08%,0.0683,314.159,2.1173,31,49.46,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,12,12,64.8,,,i,BSA.03-22,AB,Moderate detritus.,elliptic prism,11478.62,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/15/2022,13:25,E0322B0602,D8,3,59,3,5.08%,0.0683,314.159,2.1173,31,49.46,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,21.1,,,i,BSA.03-22,AB,Moderate detritus.,prism on parallelogram,117.11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/15/2022,13:25,E0322B0602,D8,3,59,3,5.08%,0.0683,314.159,2.1173,31,49.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,780,0.8,0.8,0.8,c,BSA.03-22,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/17/2022,13:35,E0322B0652,NZ004,3,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,13,13,12.1,,,i,BSA.03-23,AB,Moderate sediment.,cylinder,273.01,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:35,E0322B0652,NZ004,3,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,17.1,,,i,BSA.03-23,AB,Moderate sediment.,prism on parallelogram,56.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:35,E0322B0652,NZ004,3,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,3.1,,,i,BSA.03-23,AB,Moderate sediment.,sphere,8.18,,,,,,,,,
Phyto,3/17/2022,13:35,E0322B0652,NZ004,3,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,13.5,,,i,BSA.03-23,AB,Moderate sediment.,prolate spheroid,371.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:35,E0322B0652,NZ004,3,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.03-23,AB,Moderate sediment.,cone + half sphere,128.32,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:35,E0322B0652,NZ004,3,62,4,6.45%,0.0683,314.159,1.9124,28,41.07,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,377,754,0.8,0.8,0.8,c,BSA.03-23,AB,Moderate sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/17/2022,13:20,E0322B0651,NZ002,3,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,9.3,,,i,BSA.03-24,CB,,cylinder,186.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:20,E0322B0651,NZ002,3,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,37,,,i,BSA.03-24,CB,,elliptic prism,6046.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:20,E0322B0651,NZ002,3,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.03-24,CB,,prism on parallelogram,126.63,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:20,E0322B0651,NZ002,3,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,3,3,35.2,,,i,BSA.03-24,CB,,cylinder,7844.42,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:20,E0322B0651,NZ002,3,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.03-24,CB,,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:20,E0322B0651,NZ002,3,63,3,4.76%,0.0683,314.159,1.4343,21,73.01,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,395,790,0.8,0.8,0.8,c,BSA.03-24,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/17/2022,13:00,E0322B0650,NZ325,3,64,7,10.94%,0.0683,314.159,2.049,30,21.9,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,14,14,9.5,,,i,BSA.03-25,AB,Moderate sediment and detritus.,cylinder,214.2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:00,E0322B0650,NZ325,3,64,7,10.94%,0.0683,314.159,2.049,30,21.9,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,2.8,,,i,BSA.03-25,AB,Moderate sediment and detritus.,sphere,7.24,,,,,,,,,
Phyto,3/17/2022,13:00,E0322B0650,NZ325,3,64,7,10.94%,0.0683,314.159,2.049,30,21.9,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,52,52,13,,,i,BSA.03-25,AB,Moderate sediment and detritus.,cone + half sphere,413.95,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/17/2022,13:00,E0322B0650,NZ325,3,64,7,10.94%,0.0683,314.159,2.049,30,21.9,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,331,662,0.8,0.8,0.8,c,BSA.03-25,AB,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,3/14/2022,13:00,E322B0567,EZ6,3,58,3,5.17%,0.0683,314.159,1.366,20,76.66,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.03-26,CB,,cylinder,312.47,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:00,E322B0567,EZ6,3,58,3,5.17%,0.0683,314.159,1.366,20,76.66,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,23,23,55.6,,,i,BSA.03-26,CB,,elliptic prism,4956.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:00,E322B0567,EZ6,3,58,3,5.17%,0.0683,314.159,1.366,20,76.66,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,14.8,,,i,BSA.03-26,CB,,elliptic prism,182.26,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:00,E322B0567,EZ6,3,58,3,5.17%,0.0683,314.159,1.366,20,76.66,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,16.7,,,i,BSA.03-26,CB,,prism on parallelogram,111.22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:00,E322B0567,EZ6,3,58,3,5.17%,0.0683,314.159,1.366,20,76.66,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,16.7,,,i,BSA.03-26,CB,,cylinder,1818.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:00,E322B0567,EZ6,3,58,3,5.17%,0.0683,314.159,1.366,20,76.66,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,,,i,BSA.03-26,CB,,prolate spheroid,372.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:00,E322B0567,EZ6,3,58,3,5.17%,0.0683,314.159,1.366,20,76.66,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,4,4,9.3,,,i,BSA.03-26,CB,,cone + half sphere,317,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2022,13:00,E322B0567,EZ6,3,58,3,5.17%,0.0683,314.159,1.366,20,76.66,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,381,772,0.8,0.8,0.8,c,BSA.03-26,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
