Date,Time,Site name,Species Code,Fork length,PIT code,PIT last 4 digits
9/15/2017,8:30,LH3 East,LMB,283,6762150,
9/15/2017,8:30,LH3 East,LMB,64,no tag,
9/15/2017,8:30,LH3 East,LMB,70,no tag,
9/15/2017,8:30,LH3 East,LMB,55,no tag,
9/14/2017,14:05,FI2 East,LP,80,no tag,
9/13/2017,9:23,LH1 West,LP,110,no tag,
9/15/2017,8:30,LH3 East,LP,105,no tag,
9/14/2017,8:10,FI1 West,MSS,77,no tag,
9/14/2017,8:10,FI1 West,MSS,68,no tag,
9/14/2017,8:10,FI1 West,MSS,79,no tag,
9/14/2017,8:10,FI1 West,MSS,83,no tag,
9/14/2017,8:10,FI1 West,MSS,73,no tag,
9/14/2017,8:10,FI1 West,MSS,82,no tag,
9/14/2017,8:10,FI1 West,MSS,79,no tag,
9/14/2017,8:10,FI1 West,MSS,73,no tag,
9/14/2017,8:10,FI1 West,MSS,70,no tag,
9/14/2017,8:10,FI1 West,MSS,48,no tag,
9/14/2017,8:10,FI1 West,MSS,50,no tag,
9/14/2017,8:10,FI1 West,MSS,49,no tag,
9/14/2017,8:10,FI1 West,MSS,67,no tag,
9/14/2017,8:10,FI1 West,MSS,47,no tag,
9/14/2017,8:10,FI1 West,MSS,63,no tag,
9/14/2017,8:10,FI1 West,MSS,52,no tag,
9/14/2017,8:10,FI1 West,MSS,69,no tag,
9/14/2017,8:10,FI1 West,MSS,73,no tag,
9/14/2017,8:10,FI1 West,MSS,62,no tag,
9/14/2017,8:10,FI1 West,MSS,70,no tag,
9/14/2017,8:10,FI1 West,MSS,77,no tag,
9/14/2017,8:10,FI1 West,MSS,50,no tag,
9/13/2017,9:23,LH1 West,MSS,72,no tag,
9/13/2017,9:23,LH1 West,MSS,69,no tag,
9/13/2017,9:23,LH1 West,MSS,60,no tag,
9/13/2017,9:23,LH1 West,MSS,72,no tag,
9/13/2017,9:23,LH1 West,MSS,63,no tag,
9/13/2017,9:23,LH1 West,MSS,67,no tag,
9/13/2017,9:23,LH1 West,MSS,60,no tag,
9/13/2017,9:23,LH1 West,MSS,73,no tag,
9/13/2017,9:23,LH1 West,MSS,70,no tag,
9/13/2017,9:23,LH1 West,MSS,46,no tag,
9/13/2017,9:23,LH1 West,MSS,71,no tag,
9/15/2017,8:30,LH3 East,MSS,64,no tag,374 plus count
9/15/2017,8:30,LH3 East,MSS,62,no tag,
9/15/2017,8:30,LH3 East,MSS,57,no tag,
9/15/2017,8:30,LH3 East,MSS,50,no tag,
9/15/2017,8:30,LH3 East,MSS,73,no tag,
9/15/2017,8:30,LH3 East,MSS,62,no tag,
9/15/2017,8:30,LH3 East,MSS,41,no tag,
9/15/2017,8:30,LH3 East,MSS,33,no tag,
9/15/2017,8:30,LH3 East,MSS,54,no tag,
9/15/2017,8:30,LH3 East,MSS,47,no tag,
9/15/2017,8:30,LH3 East,MSS,44,no tag,
9/15/2017,8:30,LH3 East,MSS,67,no tag,
9/15/2017,8:30,LH3 East,MSS,59,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,62,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,38,no tag,
9/15/2017,8:30,LH3 East,MSS,64,no tag,
9/15/2017,8:30,LH3 East,MSS,57,no tag,
9/15/2017,8:30,LH3 East,MSS,67,no tag,
9/15/2017,8:30,LH3 East,MSS,68,no tag,
9/15/2017,8:30,LH3 East,MSS,57,no tag,
9/15/2017,8:30,LH3 East,MSS,43,no tag,
9/15/2017,8:30,LH3 East,MSS,33,no tag,
9/15/2017,8:30,LH3 East,MSS,62,no tag,
9/15/2017,8:30,LH3 East,MSS,78,no tag,
9/15/2017,8:30,LH3 East,MSS,66,no tag,
9/15/2017,8:30,LH3 East,MSS,72,no tag,
9/15/2017,8:30,LH3 East,MSS,70,no tag,
9/15/2017,8:30,LH3 East,MSS,49,no tag,
9/15/2017,8:30,LH3 East,MSS,62,no tag,
9/15/2017,8:30,LH3 East,MSS,57,no tag,
9/15/2017,8:30,LH3 East,MSS,57,no tag,
9/15/2017,8:30,LH3 East,MSS,51,no tag,
9/15/2017,8:30,LH3 East,MSS,60,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,40,no tag,
9/15/2017,8:30,LH3 East,MSS,77,no tag,
9/15/2017,8:30,LH3 East,MSS,78,no tag,
9/15/2017,8:30,LH3 East,MSS,68,no tag,
9/15/2017,8:30,LH3 East,MSS,65,no tag,
9/15/2017,8:30,LH3 East,MSS,64,no tag,
9/15/2017,8:30,LH3 East,MSS,58,no tag,
9/15/2017,8:30,LH3 East,MSS,66,no tag,
9/15/2017,8:30,LH3 East,MSS,58,no tag,
9/15/2017,8:30,LH3 East,MSS,58,no tag,
9/15/2017,8:30,LH3 East,MSS,49,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,84,no tag,
9/15/2017,8:30,LH3 East,MSS,44,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,58,no tag,
9/15/2017,8:30,LH3 East,MSS,66,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,54,no tag,
9/15/2017,8:30,LH3 East,MSS,67,no tag,
9/15/2017,8:30,LH3 East,MSS,80,no tag,
9/15/2017,8:30,LH3 East,MSS,55,no tag,
9/15/2017,8:30,LH3 East,MSS,73,no tag,
9/15/2017,8:30,LH3 East,MSS,68,no tag,
9/15/2017,8:30,LH3 East,MSS,38,no tag,
9/15/2017,8:30,LH3 East,MSS,60,no tag,
9/15/2017,8:30,LH3 East,MSS,62,no tag,
9/15/2017,8:30,LH3 East,MSS,38,no tag,
9/15/2017,8:30,LH3 East,MSS,53,no tag,
9/15/2017,8:30,LH3 East,MSS,58,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,60,no tag,
9/15/2017,8:30,LH3 East,MSS,68,no tag,
9/15/2017,8:30,LH3 East,MSS,64,no tag,
9/15/2017,8:30,LH3 East,MSS,53,no tag,
9/15/2017,8:30,LH3 East,MSS,24,no tag,
9/15/2017,8:30,LH3 East,MSS,64,no tag,
9/15/2017,8:30,LH3 East,MSS,68,no tag,
9/15/2017,8:30,LH3 East,MSS,73,no tag,
9/15/2017,8:30,LH3 East,MSS,57,no tag,
9/15/2017,8:30,LH3 East,MSS,60,no tag,
9/15/2017,8:30,LH3 East,MSS,54,no tag,
9/15/2017,8:30,LH3 East,MSS,61,no tag,
9/15/2017,8:30,LH3 East,MSS,70,no tag,
9/15/2017,8:30,LH3 East,MSS,69,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,64,no tag,
9/15/2017,8:30,LH3 East,MSS,59,no tag,
9/15/2017,8:30,LH3 East,MSS,62,no tag,
9/15/2017,8:30,LH3 East,MSS,78,no tag,
9/15/2017,8:30,LH3 East,MSS,69,no tag,
9/15/2017,8:30,LH3 East,MSS,63,no tag,
9/15/2017,8:30,LH3 East,MSS,67,no tag,
9/15/2017,8:30,LH3 East,MSS,51,no tag,
9/15/2017,8:30,LH3 East,MSS,65,no tag,
9/15/2017,8:30,LH3 East,MSS,65,no tag,
9/15/2017,8:30,LH3 East,MSS,73,no tag,
9/15/2017,8:30,LH3 East,MSS,47,no tag,
9/15/2017,8:30,LH3 East,MSS,68,no tag,
9/15/2017,8:30,LH3 East,MSS,66,no tag,
9/15/2017,8:30,LH3 East,MSS,80,no tag,
9/15/2017,8:30,LH3 East,MSS,44,no tag,
9/15/2017,8:30,LH3 East,MSS,53,no tag,
9/15/2017,8:30,LH3 East,MSS,43,no tag,
9/14/2017,8:10,FI1 West,PRS,97,no tag,
9/14/2017,8:10,FI1 West,PRS,88,no tag,
9/15/2017,8:30,LH3 East,PRS,87,no tag,
9/14/2017,8:10,FI1 West,RES,91,no tag,
9/14/2017,8:10,FI1 West,RES,57,no tag,
9/14/2017,8:10,FI1 West,RES,43,no tag,
9/14/2017,8:10,FI1 West,RES,52,no tag,
9/14/2017,8:10,FI1 West,RES,42,no tag,
9/14/2017,8:10,FI1 West,RES,52,no tag,
9/14/2017,8:10,FI1 West,RES,83,no tag,
9/14/2017,8:10,FI1 West,RES,84,no tag,
9/14/2017,8:10,FI1 West,RES,50,no tag,
9/14/2017,8:10,FI1 West,RES,41,no tag,
9/14/2017,8:10,FI1 West,RES,36,no tag,
9/14/2017,8:10,FI1 West,RES,44,no tag,
9/14/2017,8:10,FI1 West,RES,42,no tag,
9/14/2017,8:10,FI1 West,RES,150,6586138,
9/14/2017,8:10,FI1 West,RES,175,6586131,
9/14/2017,8:10,FI1 West,RES,143,6586099,
9/14/2017,8:10,FI1 West,RES,202,6586110,
9/14/2017,8:10,FI1 West,RES,199,6586155,
9/14/2017,8:10,FI1 West,RES,156,6586081,
9/14/2017,8:10,FI1 West,RES,128,6586127,
9/14/2017,8:10,FI1 West,RES,173,6586161,
9/14/2017,8:10,FI1 West,RES,143,6586139,
9/14/2017,8:10,FI1 West,RES,109,6586144,
9/14/2017,8:10,FI1 West,RES,211,6586152,
9/14/2017,8:10,FI1 West,RES,148,6586075,
9/14/2017,8:10,FI1 West,RES,172,6586074,
9/14/2017,8:10,FI1 West,RES,143,6586123,
9/14/2017,8:10,FI1 West,RES,191,6586128,
9/14/2017,8:10,FI1 West,RES,135,6762885,
9/14/2017,8:10,FI1 West,RES,157,6762849,
9/14/2017,8:10,FI1 West,RES,148,6762807,
9/14/2017,8:10,FI1 West,RES,147,6762824,
9/14/2017,8:10,FI1 West,RES,128,6762844,
9/14/2017,8:10,FI1 West,RES,91,6762839,
9/14/2017,8:10,FI1 West,RES,137,67762881,
9/14/2017,8:10,FI1 West,RES,165,6762853,
9/14/2017,8:10,FI1 West,RES,139,6762840,
9/14/2017,8:10,FI1 West,RES,140,6762862,
9/14/2017,8:10,FI1 West,RES,141,6762822,
9/14/2017,8:10,FI1 West,RES,169,6762860,
9/14/2017,8:10,FI1 West,RES,107,6762856,
9/14/2017,8:10,FI1 West,RES,82,6586211,
9/14/2017,14:05,FI2 East,RES,96,6586199,
9/14/2017,14:05,FI2 East,RES,156,6586176,
9/14/2017,14:05,FI2 East,RES,175,6586247,
9/14/2017,14:05,FI2 East,RES,149,6586240,
9/14/2017,14:05,FI2 East,RES,176,6586191,
9/14/2017,14:05,FI2 East,RES,80,6586239,
9/14/2017,14:05,FI2 East,RES,114,6586238,
9/14/2017,14:05,FI2 East,RES,176,6586212,
9/14/2017,14:05,FI2 East,RES,155,6586261,
9/14/2017,14:05,FI2 East,RES,129,6586246,
9/14/2017,14:05,FI2 East,RES,101,6586223,
9/14/2017,14:05,FI2 East,RES,140,6586203,
9/14/2017,14:05,FI2 East,RES,157,6586166,
9/14/2017,14:05,FI2 East,RES,111,6586178,
9/14/2017,14:05,FI2 East,RES,90,6586214,
9/14/2017,14:05,FI2 East,RES,112,6586209,
9/14/2017,14:05,FI2 East,RES,115,6762907,
9/14/2017,14:05,FI2 East,RES,102,6762965,
9/14/2017,14:05,FI2 East,RES,116,6762991,
9/14/2017,14:05,FI2 East,RES,151,6762978,
9/14/2017,14:05,FI2 East,RES,42,no tag,
9/14/2017,14:05,FI2 East,RES,77,no tag,
9/14/2017,14:05,FI2 East,RES,68,no tag,
9/14/2017,14:05,FI2 East,RES,65,no tag,
9/14/2017,14:05,FI2 East,RES,92,no tag,
9/14/2017,14:05,FI2 East,RES,70,no tag,
9/14/2017,14:05,FI2 East,RES,63,no tag,
9/14/2017,14:05,FI2 East,RES,77,no tag,
9/14/2017,14:05,FI2 East,RES,92,no tag,
9/14/2017,14:05,FI2 East,RES,77,no tag,
9/14/2017,14:05,FI2 East,RES,72,no tag,
9/14/2017,14:05,FI2 East,RES,71,no tag,
9/14/2017,14:05,FI2 East,RES,72,no tag,
9/14/2017,14:05,FI2 East,RES,52,no tag,
9/14/2017,14:05,FI2 East,RES,68,no tag,
9/14/2017,14:05,FI2 East,RES,76,no tag,
9/14/2017,14:05,FI2 East,RES,65,no tag,
9/14/2017,14:05,FI2 East,RES,92,no tag,
9/14/2017,14:05,FI2 East,RES,80,no tag,
9/14/2017,14:05,FI2 East,RES,71,no tag,
9/14/2017,14:05,FI2 East,RES,83,no tag,
9/14/2017,14:05,FI2 East,RES,74,no tag,
9/14/2017,14:05,FI2 East,RES,83,no tag,
9/14/2017,14:05,FI2 East,RES,62,no tag,
9/14/2017,14:05,FI2 East,RES,77,no tag,
9/14/2017,14:05,FI2 East,RES,72,no tag,
9/14/2017,14:05,FI2 East,RES,65,no tag,
9/14/2017,14:05,FI2 East,RES,75,no tag,
9/14/2017,14:05,FI2 East,RES,65,no tag,
9/14/2017,14:05,FI2 East,RES,72,no tag,
9/14/2017,14:05,FI2 East,RES,68,no tag,
9/14/2017,14:05,FI2 East,RES,75,no tag,
9/14/2017,14:05,FI2 East,RES,77,no tag,
9/14/2017,14:05,FI2 East,RES,77,no tag,
9/14/2017,14:05,FI2 East,RES,79,no tag,
9/14/2017,14:05,FI2 East,RES,87,6762943,
9/14/2017,14:05,FI2 East,RES,91,6762995,
9/14/2017,14:05,FI2 East,RES,81,6762905,
9/14/2017,14:05,FI2 East,RES,90,6762938,
9/14/2017,14:05,FI2 East,RES,91,6762935,
9/14/2017,14:05,FI2 East,RES,93,6762944,
9/14/2017,14:05,FI2 East,RES,91,6762956,
9/14/2017,14:05,FI2 East,RES,83,6762932,
9/14/2017,14:05,FI2 East,RES,103,6762925,
9/14/2017,14:05,FI2 East,RES,115,6762987,
9/14/2017,14:05,FI2 East,RES,128,6762997,
9/14/2017,14:05,FI2 East,RES,102,6762910,
9/14/2017,14:05,FI2 East,RES,86,6762929,
9/14/2017,14:05,FI2 East,RES,95,6763002,
9/14/2017,14:05,FI2 East,RES,99,6762954,
9/14/2017,14:05,FI2 East,RES,92,6762990,
9/14/2017,14:05,FI2 East,RES,93,6762963,
9/14/2017,14:05,FI2 East,RES,83,6762998,
9/13/2017,9:23,LH1 West,RES,47,no tag,
9/13/2017,9:23,LH1 West,RES,89,no tag,
9/13/2017,9:23,LH1 West,RES,79,no tag,
9/13/2017,9:23,LH1 West,RES,97,6585973,
9/13/2017,9:23,LH1 West,RES,155,6585967,
9/13/2017,9:23,LH1 West,RES,133,6586032,
9/13/2017,9:23,LH1 West,RES,211,6586031,
9/13/2017,9:23,LH1 West,RES,108,6586033,
9/13/2017,9:23,LH1 West,RES,171,6586061,
9/13/2017,9:23,LH1 West,RES,99,6586034,
9/13/2017,9:23,LH1 West,RES,190,6585965,
9/13/2017,9:23,LH1 West,RES,220,6586053,
9/13/2017,9:23,LH1 West,RES,185,6586044,
9/13/2017,9:23,LH1 West,RES,213,6586019,
9/13/2017,9:23,LH1 West,RES,166,6586048,
9/13/2017,9:23,LH1 West,RES,110,6586049,
9/13/2017,9:23,LH1 West,RES,109,6586055,
9/13/2017,9:23,LH1 West,RES,179,6586039,
9/13/2017,9:23,LH1 West,RES,111,6585932,
9/13/2017,9:23,LH1 West,RES,125,6585914,
9/13/2017,13:48,LH2 North,RES,148,6585931,
9/13/2017,13:48,LH2 North,RES,156,6585950,
9/13/2017,13:48,LH2 North,RES,111,6582878,
9/13/2017,13:48,LH2 North,RES,136,6762855,
9/13/2017,13:48,LH2 North,RES,173,6762895,
9/13/2017,13:48,LH2 North,RES,93,6585870,
9/13/2017,13:48,LH2 North,RES,126,6585941,
9/13/2017,13:48,LH2 North,RES,99,6585909,
9/13/2017,13:48,LH2 North,RES,135,6585962,
9/13/2017,13:48,LH2 North,RES,178,6585868,
9/13/2017,13:48,LH2 North,RES,104,6585880,
9/13/2017,13:48,LH2 North,RES,98,6585887,
9/13/2017,13:48,LH2 North,RES,92,6585910,
9/13/2017,13:48,LH2 North,RES,166,6585938,
9/13/2017,13:48,LH2 North,RES,177,6585812,
9/15/2017,8:30,LH3 East,RES,176,no tag,
9/15/2017,8:30,LH3 East,RES,53,no tag,
9/15/2017,8:30,LH3 East,RES,78,no tag,
9/15/2017,8:30,LH3 East,RES,48,no tag,
9/15/2017,8:30,LH3 East,RES,58,no tag,
9/15/2017,8:30,LH3 East,RES,45,no tag,
9/15/2017,8:30,LH3 East,RES,44,no tag,
9/15/2017,8:30,LH3 East,RES,37,no tag,
9/15/2017,8:30,LH3 East,RES,47,no tag,
9/15/2017,8:30,LH3 East,RES,113,6763101,
9/15/2017,8:30,LH3 East,RES,173,6763061,
9/15/2017,8:30,LH3 East,RES,164,6763095,
9/15/2017,8:30,LH3 East,RES,218,6763022,
9/15/2017,8:30,LH3 East,RES,183,6763060,
9/15/2017,8:30,LH3 East,RES,202,6763058,
9/15/2017,8:30,LH3 East,RES,188,6763017,
9/15/2017,8:30,LH3 East,RES,117,6763056,
9/15/2017,8:30,LH3 East,RES,111,6763047,
9/15/2017,8:30,LH3 East,RES,136,6763011,
9/15/2017,8:30,LH3 East,RES,124,6763041,
9/15/2017,8:30,LH3 East,RES,107,6763021,
9/15/2017,8:30,LH3 East,RES,112,6763048,
9/15/2017,8:30,LH3 East,RES,118,6763069,
9/15/2017,8:30,LH3 East,RES,100,6763088,
9/15/2017,8:30,LH3 East,RES,93,6763024,
9/15/2017,8:30,LH3 East,RES,189,6763004,
9/15/2017,8:30,LH3 East,RES,107,6763057,
9/15/2017,8:30,LH3 East,RES,127,6763044,
9/15/2017,8:30,LH3 East,RES,95,6763083,
9/15/2017,8:30,LH3 East,RES,99,6763064,
9/15/2017,8:30,LH3 East,RES,94,6763081,
9/15/2017,8:30,LH3 East,RES,102,6763078,
9/15/2017,8:30,LH3 East,RES,165,6763018,
9/15/2017,8:30,LH3 East,RES,90,6763013,
9/15/2017,8:30,LH3 East,RES,93,6763026,
9/15/2017,8:30,LH3 East,RES,86,6763087,
9/14/2017,8:10,FI1 West,SAPM,250,6586120,
9/14/2017,14:05,FI2 East,SAPM,175,6586245,
9/14/2017,14:05,FI2 East,SAPM,188,6762930,
9/13/2017,9:23,LH1 West,SAPM,190,6586022,
9/13/2017,13:48,LH2 North,SAPM,227,no tag,
9/13/2017,13:48,LH2 North,SAPM,202,6762880,
9/13/2017,13:48,LH2 North,SAPM,215,6762826,
9/13/2017,13:48,LH2 North,SAPM,187,6762854,
9/14/2017,8:10,FI1 West,SASU,411,no tag,
9/14/2017,8:10,FI1 West,SASU,443,no tag,
9/14/2017,8:10,FI1 West,SASU,451,6586153,
9/14/2017,8:10,FI1 West,SASU,495,no tag,
9/14/2017,8:10,FI1 West,SASU,402,6586125,
9/14/2017,8:10,FI1 West,SASU,436,6586162,
9/14/2017,8:10,FI1 West,SASU,465,6586090,
9/14/2017,8:10,FI1 West,SASU,425,6586082,
9/14/2017,8:10,FI1 West,SASU,489,6586135,
9/14/2017,8:10,FI1 West,SASU,272,6586089,
9/14/2017,8:10,FI1 West,SASU,466,6586095,
9/14/2017,8:10,FI1 West,SASU,482,6586115,
9/14/2017,8:10,FI1 West,SASU,488,6586076,
9/14/2017,8:10,FI1 West,SASU,400,6586156,
9/14/2017,8:10,FI1 West,SASU,268,6586151,
9/14/2017,8:10,FI1 West,SASU,515,6586107,
9/14/2017,8:10,FI1 West,SASU,407,6586064,
9/14/2017,14:05,FI2 East,SASU,472,6586256,
9/14/2017,14:05,FI2 East,SASU,520,6762917,
9/13/2017,13:48,LH2 North,SASU,283,6585952,
9/14/2017,8:10,FI1 West,SCB,477,6586101,
9/14/2017,8:10,FI1 West,SHM,60,no tag,
9/14/2017,8:10,FI1 West,STB,652,no tag,
9/14/2017,8:10,FI1 West,TFS,73,no tag,
9/14/2017,8:10,FI1 West,TFS,66,no tag,
9/14/2017,8:10,FI1 West,TFS,71,no tag,
9/13/2017,9:23,LH1 West,TFS,61,no tag,
9/13/2017,9:23,LH1 West,TFS,72,no tag,
9/13/2017,9:23,LH1 West,TFS,62,no tag,
9/13/2017,9:23,LH1 West,TFS,62,no tag,
9/13/2017,9:23,LH1 West,TFS,69,no tag,
9/13/2017,9:23,LH1 West,TFS,53,no tag,
9/13/2017,9:23,LH1 West,TFS,63,no tag,
9/13/2017,9:23,LH1 West,TFS,60,no tag,
9/13/2017,9:23,LH1 West,TFS,60,no tag,
9/13/2017,9:23,LH1 West,TFS,60,no tag,
9/13/2017,9:23,LH1 West,TFS,67,no tag,
9/13/2017,9:23,LH1 West,TFS,69,no tag,
9/13/2017,13:48,LH2 North,TFS,56,no tag,
9/13/2017,13:48,LH2 North,TFS,52,no tag,
9/13/2017,13:48,LH2 North,TFS,56,no tag,
9/15/2017,8:30,LH3 East,TFS,53,no tag,
9/15/2017,8:30,LH3 East,TFS,58,no tag,
9/15/2017,8:30,LH3 East,TFS,53,no tag,
9/15/2017,8:30,LH3 East,TFS,57,no tag,
9/15/2017,8:30,LH3 East,TFS,50,no tag,
9/15/2017,8:30,LH3 East,TFS,49,no tag,
9/15/2017,8:30,LH3 East,TFS,57,no tag,
9/15/2017,8:30,LH3 East,TFS,57,no tag,
9/15/2017,8:30,LH3 East,TFS,62,no tag,
9/15/2017,8:30,LH3 East,TFS,54,no tag,
9/15/2017,8:30,LH3 East,TFS,64,no tag,
9/15/2017,8:30,LH3 East,TFS,59,no tag,
9/15/2017,8:30,LH3 East,TFS,48,no tag,
9/15/2017,8:30,LH3 East,TFS,52,no tag,
9/15/2017,8:30,LH3 East,TFS,55,no tag,
9/14/2017,8:10,FI1 West,TP,117,6586146,
9/14/2017,8:10,FI1 West,TP,119,6586130,
9/14/2017,8:10,FI1 West,TP,126,6586116,
9/14/2017,8:10,FI1 West,TP,123,6586102,
9/14/2017,14:05,FI2 East,TP,118,6586196,
9/14/2017,14:05,FI2 East,TP,120,6762999,
9/14/2017,14:05,FI2 East,TP,128,6762996,
9/14/2017,14:05,FI2 East,TP,121,6762994,
9/14/2017,14:05,FI2 East,W,120,6762959,
9/13/2017,13:48,LH2 North,W,106,6762883,
9/13/2017,13:48,LH2 North,W,124,6585924,
9/14/2017,14:05,FI2 East,WHS,63,no tag,
9/14/2017,14:05,FI2 East,WHS,70,no tag,
9/14/2017,14:05,FI2 East,WHS,71,no tag,
